From,To,domain,label,ttl
192.168.29.1,10.3.80.1, google.com,5,1
10.3.80.1,172.31.0.136, google.com,5,2
172.31.0.136,192.168.59.124, google.com,5,3
192.168.59.124,172.26.74.68, google.com,5,4
172.26.74.68,172.26.75.131, google.com,5,5
172.26.75.131,192.168.60.232, google.com,5,6
192.168.60.232,209.85.168.26, google.com,5,7
209.85.168.26,72.14.238.215, google.com,5,8
72.14.238.215,142.251.49.219, google.com,5,9
142.251.49.219,142.250.195.206, google.com,5,10
192.168.29.1,10.3.80.1, fitbit.com,5,1
10.3.80.1,172.31.2.18, fitbit.com,5,2
172.31.2.18,192.168.59.120, fitbit.com,5,3
192.168.59.120,172.26.74.68, fitbit.com,5,4
172.26.74.68,172.26.75.130, fitbit.com,5,5
172.26.75.130,192.168.60.226, fitbit.com,5,6
192.168.60.226,209.85.168.26, fitbit.com,5,7
209.85.168.26,216.239.47.175, fitbit.com,5,8
216.239.47.175,74.125.253.107, fitbit.com,5,9
74.125.253.107,34.149.183.214, fitbit.com,5,10
192.168.29.1,10.3.80.1, harvard.edu,5,1
10.3.80.1,172.31.0.136, harvard.edu,5,2
172.31.0.136,192.168.59.120, harvard.edu,5,3
192.168.59.120,172.26.74.68, harvard.edu,5,4
172.26.74.68,172.26.75.131, harvard.edu,5,5
172.26.75.131,192.168.60.226, harvard.edu,5,6
192.168.60.226,49.44.18.38, harvard.edu,5,7
49.44.18.38,151.101.130.133, harvard.edu,5,8
192.168.29.1,10.3.80.1, fearp.usp.br,5,1
10.3.80.1,172.31.0.136, fearp.usp.br,5,2
172.31.0.136,192.168.59.120, fearp.usp.br,5,3
192.168.59.120,172.26.74.68, fearp.usp.br,5,4
172.26.74.68,172.26.75.130, fearp.usp.br,5,5
172.26.75.130,192.168.60.232, fearp.usp.br,5,6
192.168.60.232,103.198.140.174, fearp.usp.br,5,7
103.198.140.174,103.198.140.56, fearp.usp.br,5,8
103.198.140.56,103.198.140.107, fearp.usp.br,5,9
103.198.140.107,103.198.140.205, fearp.usp.br,5,10
103.198.140.205,128.241.7.158, fearp.usp.br,5,11
128.241.7.158,129.250.3.16, fearp.usp.br,5,12
129.250.3.16,129.250.6.116, fearp.usp.br,5,13
129.250.6.116,129.250.2.37, fearp.usp.br,5,14
129.250.2.37,129.250.2.87, fearp.usp.br,5,15
129.250.2.87,129.250.2.108, fearp.usp.br,5,16
129.250.2.108,129.250.200.158, fearp.usp.br,5,17
129.250.200.158,143.107.0.184, fearp.usp.br,5,18
143.107.0.184,143.107.0.14, fearp.usp.br,5,19
143.107.0.14,143.107.159.1, fearp.usp.br,5,20
143.107.159.1,143.107.159.94, fearp.usp.br,5,21
143.107.159.94,143.107.205.12, fearp.usp.br,5,22
192.168.29.1,10.3.80.1, ed.ac.uk,5,1
10.3.80.1,172.31.2.18, ed.ac.uk,5,2
172.31.2.18,192.168.59.124, ed.ac.uk,5,3
192.168.59.124,172.26.74.68, ed.ac.uk,5,4
172.26.74.68,172.26.75.131, ed.ac.uk,5,5
172.26.75.131,192.168.60.230, ed.ac.uk,5,6
192.168.60.230,103.198.140.176, ed.ac.uk,5,7
103.198.140.176,103.198.140.54, ed.ac.uk,5,8
103.198.140.54,62.115.11.140, ed.ac.uk,5,9
62.115.11.140,62.115.124.56, ed.ac.uk,5,10
62.115.124.56,62.115.133.238, ed.ac.uk,5,11
62.115.133.238,62.115.120.239, ed.ac.uk,5,12
62.115.120.239,62.115.175.131, ed.ac.uk,5,13
62.115.175.131,146.97.35.197, ed.ac.uk,5,14
146.97.35.197,146.97.33.2, ed.ac.uk,5,15
146.97.33.2,146.97.33.22, ed.ac.uk,5,16
146.97.33.22,146.97.33.42, ed.ac.uk,5,17
146.97.33.42,146.97.33.54, ed.ac.uk,5,18
146.97.33.54,146.97.38.38, ed.ac.uk,5,19
146.97.38.38,146.97.74.34, ed.ac.uk,5,20
146.97.74.34,146.97.156.78, ed.ac.uk,5,21
146.97.156.78,192.41.103.209, ed.ac.uk,5,22
192.41.103.209,129.215.97.66, ed.ac.uk,5,23
192.168.29.1,10.3.80.1, facebook.com,5,1
10.3.80.1,172.31.2.18, facebook.com,5,2
172.31.2.18,192.168.59.120, facebook.com,5,3
192.168.59.120,172.26.74.68, facebook.com,5,4
172.26.74.68,172.26.75.131, facebook.com,5,5
172.26.75.131,192.168.60.230, facebook.com,5,6
192.168.60.230,157.240.68.92, facebook.com,5,7
157.240.68.92,129.134.34.155, facebook.com,5,8
129.134.34.155,157.240.36.65, facebook.com,5,9
157.240.36.65,157.240.192.35, facebook.com,5,10
192.168.29.1,10.3.80.1, instagram.com,5,1
10.3.80.1,172.31.2.18, instagram.com,5,2
172.31.2.18,192.168.59.120, instagram.com,5,3
192.168.59.120,172.26.74.68, instagram.com,5,4
172.26.74.68,172.26.75.130, instagram.com,5,5
172.26.75.130,192.168.60.226, instagram.com,5,6
192.168.60.226,157.240.68.92, instagram.com,5,7
157.240.68.92,129.134.34.151, instagram.com,5,8
129.134.34.151,157.240.39.177, instagram.com,5,9
157.240.39.177,157.240.192.174, instagram.com,5,10
192.168.29.1,10.3.80.1, delugerpg.com,5,1
10.3.80.1,172.31.0.136, delugerpg.com,5,2
172.31.0.136,192.168.59.124, delugerpg.com,5,3
192.168.59.124,172.26.74.68, delugerpg.com,5,4
172.26.74.68,172.26.75.131, delugerpg.com,5,5
172.26.75.131,192.168.60.228, delugerpg.com,5,6
192.168.60.228,49.44.187.49, delugerpg.com,5,7
49.44.187.49,172.67.69.31, delugerpg.com,5,8
192.168.29.1,10.3.80.1, friv.com,5,1
10.3.80.1,172.31.0.136, friv.com,5,2
172.31.0.136,192.168.59.124, friv.com,5,3
192.168.59.124,172.26.74.68, friv.com,5,4
172.26.74.68,172.26.75.131, friv.com,5,5
172.26.75.131,192.168.60.230, friv.com,5,6
192.168.60.230,103.198.140.64, friv.com,5,7
103.198.140.64,49.45.4.86, friv.com,5,8
49.45.4.86,210.57.38.112, friv.com,5,9
210.57.38.112,180.87.54.6, friv.com,5,10
180.87.54.6,180.87.107.196, friv.com,5,11
180.87.107.196,207.45.219.128, friv.com,5,12
207.45.219.128,207.244.69.244, friv.com,5,13
192.168.29.1,10.3.80.1, guinnessworldrecords.com,5,1
10.3.80.1,172.31.2.18, guinnessworldrecords.com,5,2
172.31.2.18,192.168.59.120, guinnessworldrecords.com,5,3
192.168.59.120,172.26.74.68, guinnessworldrecords.com,5,4
172.26.74.68,172.26.75.130, guinnessworldrecords.com,5,5
172.26.75.130,192.168.60.230, guinnessworldrecords.com,5,6
192.168.60.230,18.155.49.113, guinnessworldrecords.com,5,7
192.168.29.1,10.3.80.1, miniclip.com,5,1
10.3.80.1,172.31.0.136, miniclip.com,5,2
172.31.0.136,192.168.59.120, miniclip.com,5,3
192.168.59.120,172.26.74.68, miniclip.com,5,4
172.26.74.68,172.26.75.130, miniclip.com,5,5
172.26.75.130,192.168.60.226, miniclip.com,5,6
192.168.60.226,18.155.49.56, miniclip.com,5,7
192.168.29.1,10.3.80.1, notdoppler.com,5,1
10.3.80.1,172.31.2.18, notdoppler.com,5,2
172.31.2.18,192.168.59.120, notdoppler.com,5,3
192.168.59.120,172.26.74.68, notdoppler.com,5,4
172.26.74.68,172.26.75.130, notdoppler.com,5,5
172.26.75.130,192.168.60.228, notdoppler.com,5,6
192.168.60.228,49.44.187.49, notdoppler.com,5,7
49.44.187.49,104.22.28.219, notdoppler.com,5,8